카테고리,검색어,제목,상태,가격,지역,등록시각,채팅수,관심수,조회수,매너온도,판매자닉네임,상세카테고리,거래희망장소,상세설명
청소기,다이슨 청소기,다이슨 V8 무선청소기 + 거치대,거래완료,"90,000원",여의동,2026-06-02,2,6,176,70.8℃,살찔텐데,생활가전,신도림로11다길16.,"다이슨 V8 무선청소기와 전용 거치대 세트예요
사진에서 보이는 구성품 모두 포함되어 있어요
강력한 흡입력으로 집안 구석구석 깨끗하게 청소할 수 있어요
자주 사용하는 청소기를 깔끔하게 보관하고 싶으신 분들께 추천드려요


배터리 호환품으로 교체했습니다"
청소기,다이슨 청소기,다이슨 V8 무선청소기 + 거치대 영등포 당산동4가,거래완료,"55,000원",여의동,2026-06-02,1,3,186,62℃,목석,생활가전,직거래도 가능 (재고 : 3 -> 2개 남았습니다.),"다이슨 V8 앱솔루트 무선청소기 판매해요. (미국판) 
구성품은 모두 있고 배터리도 작년에 교체했어요. 

돼지코만 끼우면 전압 문제는 없고요, 
다이슨 전용 거치대도 드려요. 
두번째 사진에 보이는 부분은 살짝 깨졌는데 사용에 문제는 없습니다."
청소기,다이슨 청소기,다이슨 무선청소기 골드/블루상태좋음 동작,거래중,"300,000원",신길제5동,2026-06-02,1,2,98,38.3℃,하하,생활가전,부피상 직거래이구요,"다이슨 무선청소기 골드/블루 색상이에요
워셔블 헤파 필터가 장착되어 있어 관리가 편리해요
사진에서 보이는 구성품 그대로 드려요
깔끔한 디자인으로 인테리어 효과도 있어요
청소 효율을 높여줄 다이슨 청소기로 깨끗한 집을 만들어보세요"
청소기,다이슨 청소기,다이슨 V8 앱솔루트 무선청소기 동작,거래완료,"110,000원",신길제5동,2026-06-02,2,3,160,99℃,찔러보기차단해요,생활가전,영등포구청역 2번출구에서 직거래원합니다,"다이슨 V8 앱솔루트 무선청소기입니다
사진에 보이는 구성품 모두 포함
배터리 교체후 5분 사용

강력한 흡입력으로 집안 구석구석 깨끗하게 청소할 수 있어요
자주 사용하시는 분들에게 추천드리는 제품이에요"
청소기,다이슨 청소기,다이슨 V11 컴플리트 무선청소기 관악,거래완료,"113,000원",신길제1동,2026-06-02,3,2,108,40.4℃,미미,생활가전,구로디지털단지역,"다이슨 V11 컴플리트 무선청소기입니다
다양한 구성품과 함께 사용 가능해요
사진에서 보이는 그대로의 제품입니다
강력한 흡입력으로 집안 구석구석 깨끗하게 청소할 수 있어요
참고: 이사 중이라 청소기 청소할 시간 없어서 착한 가격에 드립니다!"
청소기,다이슨 청소기,다이슨청소기V6거치대및부속품(미사용) 영등포,거래완료,1원,당산제2동,2026-06-02,1,2,81,38.6℃,집정리,생활가전,문고리거래 진행 하구요,"사용감 있습니다
2년전 다이슨 통해 필터 교체했습니다"
청소기,다이슨 청소기,다이슨청소기DC35거치대밎부속품미사용 영등포,거래중,"10,000원",당산제2동,2026-06-02,0,4,96,62.7℃,한결,생활가전,당산역 직거래합니다(가까운곳은 이동하는길에 제가 가져다드릴수있어요,"다이슨청소기 DC35모델용 새제품중 롤헤드사용감 조금있지만 상태는좋아요
봉은 사용했을텐데 상처없이 새제품급입니다
비닐채보관한거보면 봉사용 기억이 없어요
침대용으로 써서 거의 안쓴듯해요
코끼리코툴이랑 나머진 한번도 사용안한새상품입니다
본체 가져오셔서 툴 끼워보시고 결정하셔도됩니다
중고거래상 교환 반품 환불 안됩니다 
당산역 직거래합니다(가까운곳은 이동하는길에 제가 가져다드릴수있어요 
"
청소기,다이슨 청소기,무선청소기 2개 (다이슨&디베아) 동작,나눔완료,무료나눔,신길제5동,2026-06-02,3,1,228,47.3℃,콩콩팝,생활가전,당산동,"오래돼서 잘 기억이 안나서 싸게 팔아요
충전기도 없어요... 
다이슨은 정품이고 디베아는 부속품도 있어요
두개 다 한번에 가져가실 분 연락주세요!"
청소기,다이슨 청소기,(새제품)다이슨 스팟앤스크럽 AI 로봇 청소기(미개봉) 동작,거래완료,"990,000원",신길제5동,2026-05-03,1,4,59,36.7℃,코코썬,생활가전,직거래 합니다~ ☺️,"다이슨 스팟앤스크럽 AI 로봇 청소기예요
AI로 사각지대 없이 꼼꼼하게 청소해주고
실시간 셀프 클린으로 깔끔하게 마무리까지 해준답니다

다이슨 물걸레 청소기 입니다.  세트구성으로 장만했는데 물걸레 로보락 그냥 쓰고 있어서 눈물을 머금고 팝니다.
박스 구성품 그대로 있어요 

사은품받았던 보스턴백과 물걸레 여분  하나 더 드려요.
"
청소기,다이슨 청소기,다이슨 앱솔루트 청소기 동작,거래완료,"100,000원",신길제5동,2026-05-03,0,2,61,49.9℃,툐둥,생활가전,문고리 거래,"다이슨 앱솔루트 청소기입니다
배터리 교체 후 미사용 제품입니다"
청소기,다이슨 청소기,다이슨청소기 영등포,거래완료,"50,000원",대림동,2026-05-03,2,7,327,50.9℃,짱구,생활가전,구로디지털역 4번출구,"4년넘었지만 깔끔하게 잘 썼습니다
배터리 방전인지 충전이 안되서 교체후 사용하시면 될거 같아요 부품 다 있어요
무게가 좀 있어서 차로 가져가셔야 할거 같아요"
청소기,다이슨 청소기,다이슨 V10 무선청소기 + 거치대 영등포 양평동5가,거래완료,"150,000원",여의동,2026-05-03,2,5,221,46.7℃,레아,생활가전,신대방2동 주민센터,"다이슨 V10 무선청소기입니다. 
다양한 구성품과 거치대가 포함되어 있어요. 
강력한 흡입력으로 집안 구석구석 깨끗하게 청소할 수 있답니다. 청소 효율을 높여줄 제품이에요
깨끗하고 베터리 새걸로 갈았습니다"
청소기,다이슨 청소기,다이슨 V10 무선청소기 레드 동작,거래완료,"80,000원",신길제5동,2026-05-03,3,5,178,39.2℃,좋은세상,생활가전,신도림에서 직거래 희망합니다.,"다이슨 V10 무선청소기 레드 색상이에요
본체와 충전기, 충전스테이션, 기본 헤드 외 세가지 청소용 헤드 포함되어 있어요
사진에서 보이는 그대로의 제품입니다.
배터리가 방전되어서 교체해서 사용하실 분께 추천합니다.
강력한 흡입력으로 집안 구석구석 깨끗하게 청소할 수 있어요"
청소기,다이슨 청소기,다이슨 청소기 스탠드 거치대 구로,거래완료,"10,000원",도림동,2026-05-03,2,1,61,40.1℃,hyed,가구/인테리어,사일온천입구,"안녕하세요~
무선청소기 거치대 입니다.
저희는 다이슨 v7 거치대로 사용했었습니다.
물건 하자 없고 아주 깨끗합니다^^
필요하신 분 메세지 주세요!♡ 
"
청소기,다이슨 청소기,다이슨 청소기 툴 세트 관악,거래완료,"15,000원",영등포동,2026-05-03,1,1,103,87.7℃,둘루스,생활가전,신림역 삼모타워 1층cu,"다이슨 청소기 툴 세트 판매해요
사진에 보이는 구성품 그대로 드려요
다양한 곳을 청소할 수 있는 툴들이에요
청소 효율을 높여줄 아이템이랍니다"
청소기,다이슨 청소기,다이슨 슬림 청소기,거래완료,"170,000원",여의도동,2026-05-03,3,7,190,57.8℃,주구장창,생활가전,문래북로52,"다이슨 V10 플러피 무선청소기풀세트입니다
깨짐,큰긁힘등은 없고 깨끗하게 사용했고
생활흠집은 있으나 전체적으로 상태양호하고
호롼용 대용량  새배터리 입니다
전체 툴을  스탠드에 놓고 써서 편리하고 분실할 염려가 없습니다
사진처럼 전체를 셋팅하고 사용할수 있고
분리해서 별도 설치해서 사용도 가능합니다 사진에서 보시는 것처럼 모든 구성품을 확인하실 수 있어요
청소 효율을 높여줄 다양한 브러쉬와 액세서리가 함께 제공된답니다
분해해서 깨끗하게 소독 청소해서 바로 사용가능합니다 
자세히 보고 또 오셔서 직접 테스트후 
구매하세요 
기능상 하자가 있으면 환불 해드립니다."
청소기,다이슨 청소기,다이슨 V8(sv10) 청소기 동작,거래완료,"50,000원",신길제5동,2026-05-03,1,1,72,63.7℃,MW0909,생활가전,크고 무거워서 가양역 근처 직거래합니다,"다이슨 V8(sv10)
사진에 보이는 구성품 모두 포함

두번째 사진에 있는 큰 청소롤러가 닦고 결합을 잘못했는지 롤러가 안돌아가요. 원인은 모릅니다.
다시 결합하기 귀찮아서 작은 롤러로 사용했습니다.
고치실 수 있는분 고쳐서 사용해보세요ㅠ

충전 잘 됩니다.
기본모드로 청소 흡입 잘 되구요.
다이슨 특성상 맥스 모드로는 바로 꺼지거나 얼마 못가는점 참고 해주세요. (기본모드로 사용하시면 됩니다)"
청소기,다이슨 청소기,다이슨 무선청소기 DC 62,거래완료,"5,000원",양평제1동,2026-05-03,7,1,193,42.1℃,곰이,생활가전,직거래 서울시 관악구 봉천동 구암고등학교 주차장 진입로에서 합니다.,"* 다이슨 무선 청소기 한 대
* 일렉트로룩스 무선 청소기 두 대

- 모두 정상 작동합니다.
- 고쳐서 사용하실 분 찾습니다
- 흡입력이 약합니다."
청소기,다이슨 청소기,다이슨 V11 무선청소기 세트,거래완료,"50,000원",양평제1동,2026-05-03,5,2,202,57.1℃,leontia,생활가전,신도림 보미프라자 CU편의점 앞,"다이슨 V11 토크 드라이브 세트 입니다.
알리산 배터리, 먼지케이스, 쉘케이스 교체
트리거 아래 받침대 부러졌습니다.
연식이 좀 되었기에 부품용으로 필요하시면 가져가세요.
원하시면 따로 구매한 거치대도 같이 드립니다.
목동7단지에서 거래합니다."
청소기,다이슨 청소기,다이슨 V8 무선청소기 및 거치대 판매 (배터리 교체 필요) 영등포,거래완료,"50,000원",대림제1동,2026-05-03,3,4,251,48.2℃,아이리쉬,생활가전,✔️ 택배 ㆍ 반값택배 ㆍ 직거래 가능,"다이슨 V8 무선청소기와 거치대, 부속품 판매합니다.
배터리가 방전되었습니다. 가격에 따라 배터리 용량이
3,000 ~ 5,000 으로 각각 달라서 사용하시는 분이
용도에 맞게 하시는게 좋을거 같아 교체 하지 않았습니다.

궁금하신 사항있으시면 말씀부탁드립니다!

"
청소기,다이슨 청소기,다이슨청소기 헤드 부품용 동작,거래완료,"10,000원",신길제5동,2026-05-03,3,2,99,43.4℃,신대방호랭이,생활가전,신대방삼거리,"정상 작동합니다.
어느 정도 사용감 있으나 고장난 부분은 없습니다.
벽 거치대 고정하는 나사만 없습니다."
청소기,다이슨 청소기,다이슨 청소기 부품 툴 세트 v8 (sv10) 관악,거래완료,"20,000원",신길제1동,2026-05-03,2,0,55,55.9℃,개포맘,생활가전,성현동아110동놀이터,"다이슨 V7 Fluffy 무선청소기 판매합니다.

사용감 있으나 잘 작동합니다.
배터리는 2단은 얼마 안가지만 1단으로는 10분 이상 작동합니다. 한번에 오래 쓰시려면 배터리 교체 필요합니다.
해드는 24년 8월에 구매한 LED헤드이고 다이슨 정품은 아닙니다.
구매한지 좀 되어서 막 쓰기에는 좋을것 같네요.

여의도 직거래 또는 비대면 거래 희망합니다."
청소기,다이슨 청소기,다이슨 DC52 유선청소기 (처분),거래완료,"50,000원",여의도동,2026-05-03,3,3,83,51.3℃,GPIQ,생활가전,스타벅스 앞,"장기간 보관만해서 상태좋습니다

실사용얼마안되요

제품관련 문의는 dc52 모델명 네이버 검색 부탁드릴게요"
청소기,다이슨 청소기,다이슨 V15 디텍트 컴플리트 무선청소기 구로,거래완료,"350,000원",도림동,2026-05-03,1,0,54,49.5℃,배불뚜기,생활가전,직거래 장소 GS25 목동파크점 앞,"다이슨 V15 디텍트 컴플리트 무선청소기 
사진에 보이는 구성품 모두 포함되어 있어요
선물 받은 청소기가 있어 당근합니다
사용 많지않고 깨끗하게 사용했어요

"
청소기,다이슨 청소기,새상품) 다이슨 디지털 슬림 무선 청소기(리퍼) 영등포,거래완료,"240,000원",양평제2동,2026-04-03,2,5,149,41.6℃,노는게젤좋아,생활가전,망원1주민센터,"다이슨 디지털 슬림 무선 청소기입니다
1.9kg의 가벼운 무게로 청소가 용이합니다
다이슨의 강력한 100W 흡입력으로 깨끗하게 청소할 수 있습니다

박스째 있는 새상품이고 리퍼제품입니다
반품 시기를 놓쳐 내놓아요

‼️중고거래 특성 상 교환이나 반품은 불가하오니 신중한 선택 부탁드립니다."
청소기,다이슨 청소기,다이슨 V10 부품용 작동됨 강서,거래완료,"60,000원",양평제2동,2026-04-03,5,8,348,45.3℃,단단,생활가전,문고리거래만 가능합니다(신도림 라마다근처),"다이슨 싸이클론 V10 카본 파이버 프로 무선청소기입니다

사진에서 보이는 것처럼 손잡이 부분에 깨져있고 약간의 금이 가 있습니다.
베터리도 문제없고 작동도 됩니다.

아답터 포함, 기타 부품도 거치대는 있네요"
청소기,다이슨 청소기,다이슨 무선청소기 동작,거래완료,"20,000원",신길제5동,2026-04-03,4,0,105,41.3℃,사당곰,생활가전,# 직거래만 가능해요.,"다이슨 무선청소기 판매해요

사진에 보이는 구성품 모두 포함되어 있어요
본체와 흡입구, 그리고 추가 구성품들이 더 들어있어요
자세한 상태는 사진으로 확인해주세요



먼지필터기 부근 플라스틱 일부 파손이 된점 확인 필요합니다.

사용시 문제는 없어서 테이프 붙이고 사용했습니다.

사진의 스탠드 및 구입당시 풀 구성품 입니다."
