카테고리,검색어,제목,상태,가격,지역,등록시각,채팅수,관심수,조회수,매너온도,판매자닉네임,상세카테고리,거래희망장소,상세설명,가격원
밥솥,쿠쿠 밥솥,쿠쿠 트윈프레셔 CRP-ST069FGI 밥솥,거래중,"100,000원",위례동,2026-08-14,5,43,3320,48.8℃,동현,생활가전,북위례 문고리거래,"쿠쿠 트윈프레셔 밥솥 CRP-ST069FGI 모델이에요
6인용으로 넉넉하게 사용할 수 있어요
사진에서 보이는 것처럼 깔끔하게 사용했어요
맛있는 밥을 짓고 싶으신 분들께 추천드려요
북위례 문고리거래",100000
밥솥,쿠쿠 밥솥,쿠쿠 CRP-R067FB 압력밥솥,거래중,"39,000원",문정2동,2026-08-30,0,0,37,99℃,새롭게하소서,생활가전,,"쿠쿠 압력밥솥 CRP-R067FB 모델이에요
6인용으로 넉넉하게 사용할 수 있어요
사진에서 보이는 것처럼 깔끔하게 사용했어요
맛있는 밥을 짓고 싶으신 분들께 추천드려요

밥솥 내솥은 코팅벗겨짐 있어서 밥솥본체만 저렴하게 판매합니다..

예민하신분은 폐스해주세요~**~",39000
밥솥,쿠쿠 밥솥,쿠쿠 IH 압력밥솥 10인용,거래중,"67,000원",마천동,2026-08-02,1,8,342,41.2℃,멍이맘,생활가전,,"깔끔한 디자인의 쿠쿠 IH 압력밥솥 10인용이에요
사진에서 보이는 것처럼 구성품은 본체입니다
이사로인해 내놔요
맛있는 밥을 지어줄 똑똑한 밥솥을 찾으시는 분들께 추천드려요",67000
밥솥,쿠쿠 밥솥,쿠쿠 스마트 IH 밥솥 JHR0610FB 6인용,거래중,"120,000원",문정동,2026-08-24,0,5,143,42.2℃,당근이라면,생활가전,,"쿠쿠 인기모델 입니다.색상도 브라운색상이라.

실제로보면 더 고급스러워보입니다.


시진 모델명 쪽 이외는 외부 깨끗하구요.

밥 아무이상 없이 김새는곳 없이 잘 되구요.

고무패킹 한달전 교체

내솥 아주 작게 찍힘 이외에 상태좋습니다.

사진확인해주세요.


자동세척.분해세척까지 완료했습니다.



가까운곳 배달 가능합니다.


원산지 국산
용량 6인용
방식 IH압력
조작방식 터치식, 그림화면, 버튼식
내솥코팅
Xwall블랙샤인코팅
내솥재질
Full스텐Eco커브드웨이브내솥
패킹 2중모션패킹
와이드&플랫
뚜껑
Full스텐커버, 분리형내솥커버, 원터치분리
요리종류
백미, 잡곡, 영양밥, 김초밥, 현미발아, 영양죽, 삼계탕, 누룽지, 묵은쌀, 이유식, 영양찜, 현미, 홍삼, 만능찜, 멀티국, 치즈, 요거트, 백미저압, 저,고압찜
쾌속취사 백미(13분), 잡곡(26분)
취사
맞춤밥맛, 맞춤취사, 예약취사, 고화력,


쿠쿠 스마트 IH 압력밥솥 6인용 브라운 색상이에요
직접 터치 방식으로 편리하게 사용할 수 있어요
IH 기술로 맛있는 밥을 지어준답니다
매일 따뜻하고 맛있는 밥을 드시고 싶으신 분들께 추천드려요",120000
밥솥,쿠쿠 밥솥,쿠쿠 30인용 업소용 전기밥솥 CR-3055B,거래중,"20,000원",가락본동,2026-09-01,1,0,34,37.9℃,긍정적삶,생활가전,,"업소용으로 사용하기 좋은 쿠쿠 30인용 전기밥솥이에요
대용량으로 많은 양의 밥을 지을 수 있어 편리해요
내솥과 본체 모두 튼튼한 스테인리스 재질로 되어있어요
많은 양의 밥을 빠르고 맛있게 지을 수 있어 식당이나 행사장에서 사용하기 좋아요

2개있습니다. 개당가격",20000
밥솥,쿠쿠 밥솥,쿠쿠 전기밥솥,거래중,"50,000원",문정동,2026-08-02,19,22,732,54.5℃,호야호야,생활가전,,"깔끔한 디자인의 쿠쿠 전기밥솥 (3인용 예상)
다양한 메뉴 설정이 가능해서 편리하게 사용하실 수 있어요.",50000
밥솥,쿠쿠 밥솥,쿠쿠밥솥(6인용),거래중,"41,000원",오금동,2026-06-03,2,7,534,43.2℃,민귀,생활가전,,"쿠쿠 6인용 hvb0680sr

구입한지는 9년정도됐고 내솥은 3년전인가 교체한번했습니다. 깨끗하게 사용했어요! 이사하면서 내놔요

반품불가x",41000
밥솥,쿠쿠 밥솥,쿠쿠 밥솥 CH-0365FR,거래중,"17,000원",오금동,2025-11-05,2,5,535,39.6℃,콩이,생활/주방,오금현대아파트앞,"쿠쿠 밥솥 CH-0365FR 모델입니다
압력밥솥아니고 일반밥솥입니다",17000
밥솥,쿠쿠 밥솥,쿠쿠 HZX-B0610FR 압력밥솥 레드,거래중,"29,000원",거여동,2026-08-02,1,3,214,50.2℃,이사ing,생활가전,,"쿠쿠 IH 압력밥솥 HZX-B0610FR 모델이에요
레드 색상으로 주방 어디에나 잘 어울려요
압력이 작동고장인데 밥 짓는건 문제 없습니다",29000
밥솥,쿠쿠 밥솥,쿠쿠 IH압력밥솥 10인용 CRP-JHR1060FD 다크티타늄실버,거래중,"130,000원",거여1동,2026-05-04,1,13,667,58.2℃,수처작주,생활가전,,"쿠쿠 IH압력밥솥 10인용 CRP-JHR1060FD 다크티타늄실버 모델이에요
사진에서 보이는 것처럼 깔끔하게 사용했어요
IH 압력 기술로 맛있는 밥을 지을 수 있어요
매일 맛있는 밥을 짓고 싶은 분들께 추천드려요",130000
밥솥,쿠쿠 밥솥,쿠쿠 6인용 밥솥 CR-0675FW 화이트,거래중,"20,000원",마천동,2026-09-01,1,7,181,55.5℃,예삐네,생활가전,,"깔끔한 화이트 색상의 쿠쿠 6인용 밥솥이에요
모델명은 CR-0675FW이며, 2024년 05월 제조 상품이에요
내솥 용량은 1.08L이고, 소비 전력은 600W입니다
매일 맛있는 밥을 짓고 싶은 분들께 추천드려요",20000
밥솥,쿠쿠 밥솥,쿠쿠6인용 스마트 IH 밥솥 2023.2,거래중,"45,000원",마천동,2026-09-01,0,1,11,49.2℃,알투,생활가전,,,45000
밥솥,쿠쿠 밥솥,쿠쿠 CRP-QS1010FGM 10인용 압력밥솥,거래중,"10,000원",마천동,2026-09-01,1,0,,,,,,,10000
밥솥,쿠쿠 밥솥,쿠쿠 밥솥 CR-0675FW,거래중,"50,000원",마천동,2026-08-30,4,24,688,48℃,당근욤뇸,생활가전,,"3월에 구매하고 사용을 안해서 판매해요
하자 없고 새거나 다름 없어요",50000
밥솥,쿠쿠 밥솥,쿠쿠 CRP-P0615FWS 6인용 압력밥솥,거래중,"30,000원",마천동,2026-08-16,3,19,8816,41.7℃,바다,생활가전,,"쿠쿠 압력밥솥 CRP-P0615FWS 모델이에요
6인용으로 넉넉하게 사용할 수 있답니다
사진에서 보시는 것처럼 구성품은 밥솥 본체와 박스가 있어요
맛있는 밥을 짓고 싶으신 분들께 추천드려요 내솣 스크레치많아요 교체해서 사용하기 바람니다",30000
밥솥,쿠쿠 밥솥,쿠쿠 3인용 전기밥솥 CR-0375FW 화이트 단순 개봉,거래중,"60,000원",마천동,2026-09-01,1,7,168,43.8℃,두언,생활가전,,,60000
밥솥,쿠쿠 밥솥,쿠쿠 스마트 IH 밥솥 DHP0610FD 6인용,거래중,"35,000원",마천동,2026-08-31,2,7,379,43.3℃,김민수,생활가전,,"쿠쿠 스마트 IH 밥솥 DHP0610FD 모델이에요
6인용으로 넉넉하게 사용할 수 있어요
사진에서 보이는 그대로의 상태이며, 내부 밥솥에 사용감이 있어요
맛있는 밥을 짓고 싶으신 분들께 추천드려요

밥솥 내솥에 흠집이 많아서 싸게 팔게요.",35000
밥솥,쿠쿠 밥솥,쿠쿠 IH 밥솥 DHS069FD 6인용,거래중,"40,000원",마천동,2026-09-01,0,1,116,51.1℃,jja,생활가전,,"쿠쿠 스마트 IH 밥솥 6인용이에요
사진에서 보이는 것처럼 깔끔한 디자인을 자랑해요
IH 기술로 맛있는 밥을 지을 수 있답니다
매일 따뜻하고 맛있는 밥을 드시고 싶은 분들께 추천드려요",40000
밥솥,쿠쿠 밥솥,쿠쿠 6인용 전기밥솥,거래중,"45,000원",마천동,2026-08-29,1,35,765,36.8℃,뀨오빠,생활가전,,"깔끔한 디자인의 쿠쿠 6인용 전기밥솥이에요 
구매한지 6개월 됐고 몇번 사용 안 해서 깔끔해요 사용해도 바로 밥 소룬 하고 수세미가 아니라 스펀지로 닦아내서 기그 전혀 없고 새상품급입니다!",45000
밥솥,쿠쿠 밥솥,쿠쿠 3인용 밥솥 CR-0375FW,거래중,"50,000원",마천동,2026-08-02,8,36,2127,51.4℃,향기로운그녀,생활가전,,"깔끔한 화이트 색상의 쿠쿠 3인용 밥솥이에요
CR-0375FW 모델로 밥맛을 살려주는 기능이 있어요
작지만 알찬 기능으로 매일 맛있는 밥을 지을 수 있답니다
혼자 또는 둘이서 사용하기 딱 좋은 사이즈예요",50000
밥솥,쿠쿠 밥솥,쿠쿠 3인용 밥솥 CR-0675FW 화이트 판매합니다.,거래중,"12,000원",마천동,2026-08-16,9,14,781,38.7℃,지붕,생활가전,,,12000
밥솥,쿠쿠 밥솥,쿠쿠 압력밥솥 6인용 SRP-0611FI,거래중,"45,000원",마천동,2026-09-01,0,0,11,53℃,풀입,생활가전,,,45000
밥솥,쿠쿠 밥솥,쿠쿠 6인용 밥솥 CR-1055B,거래중,"43,000원",위례동,2026-08-19,1,5,150,68.9℃,딸기,생활가전,,"깔끔한 화이트 색상의 쿠쿠 6인용 밥솥 CR-1055B입니다
내솥 포함 구성품 모두 사진으로 확인 가능해요
새 제품 가격은 10만원대입니다
매일 맛있는 밥을 짓고 싶은 분들께 추천드려요
한두번 사용후 보관만 한 제품 입니다 

중고 특성상 구매후 환불은 어려워요 ^^",43000
밥솥,쿠쿠 밥솥,쿠쿠 트윈프레셔 10인용 밥솥 CRP-ST1010FW 화이트,거래중,"120,000원",마천동,2026-08-26,3,28,1150,53.2℃,봄아,생활가전,,,120000
밥솥,쿠쿠 밥솥,쿠쿠 밥솥 6인용,거래중,"54,000원",마천동,2026-08-02,1,23,5099,39.3℃,히헤혀,생활가전,,"구매 4년된 밥솥입니다.
고압취사가 고장나 무압취사만 가능합니다 As받으러
가시면 될 것 같습니다.
편하게 연락주세요",54000
밥솥,쿠쿠 밥솥,쿠쿠 마스터셰프 사일런스 10인용 밥솥 그레이스 화이트,거래중,"480,000원",위례동,2026-08-16,1,0,61,36.7℃,ryan,생활가전,,"미개봉 새제품입니다


쿠쿠 마스터셰프 사일런스 밥솥 10인용 그레이스 화이트 모델이에요
박스만 개봉한 새 상품으로 구성품 모두 그대로 있어요
깔끔하고 모던한 디자인으로 주방 어디에나 잘 어울릴 거예요
매일 맛있는 밥을 짓고 싶은 분들에게 추천드려요",480000
밥솥,쿠쿠 밥솥,쿠쿠 스마트 IH 밥솥 DHR0610FS 6인용,거래중,"68,000원",마천동,2026-08-31,0,16,604,88.7℃,호랑이할배,생활가전,,"쿠쿠 스마트 IH 밥솥 6인용입니다
사진에서 보시는 것처럼 깔끔한 상태를 유지하고 있어요
다양한 요리 모드를 지원하여 활용도가 높습니다
맛있는 밥을 짓고 싶으신 분들께 추천드려요",68000
밥솥,쿠쿠 밥솥,쿠쿠 CRP-QS1010FG 10인용 로즈골드 밥솥,거래중,"50,000원",마천동,2026-08-31,2,9,435,40.7℃,하늘,생활가전,,,50000
밥솥,쿠쿠 밥솥,쿠쿠 CRP-ST0610FW 6인용 밥솥,거래중,"105,000원",마천동,2026-08-23,4,26,843,88.7℃,호랑이할배,생활가전,,"쿠쿠 트윈프리셔6인용 밥솥 CRP-ST0610FW 판매해요
사진에 보이는 구성품 그대로 드려요
깔끔한 디자인으로 주방 어디에나 잘 어울려요
맛있는 밥 지어줄 똑똑한 밥솥을 찾으신다면 추천드려요
밥도잘되고내외부작동상태이상
없고내솥상태양호합니다
그외자세한것은사진으로확인하세요구입시기22,12
",105000
밥솥,쿠쿠 밥솥,쿠쿠 IH 압력밥솥 JHP0610FGPS 6인용,거래중,"230,000원",마천동,2026-09-01,0,1,16,61.3℃,쿠스코,생활/주방,,"새상품 쿠쿠 IH 압력밥솥 JHP0610FGPS 6인용이에요
풀 스테인리스 2.0 마스터 모델로 깔끔하고 고급스러워요
IH 압력 방식으로 맛있는 밥을 지을 수 있답니다
매일 먹는 밥, 건강하고 맛있게 드시고 싶으신 분들께 추천드려요
새상품입니다 ",230000
밥솥,쿠쿠 밥솥,쿠쿠밥솥 CRP-JHR0660FD,거래중,"50,000원",마천동,2026-08-02,2,9,260,37℃,데이지,생활가전,,,50000
밥솥,쿠쿠 밥솥,쿠쿠 밥솥,거래중,"40,000원",마천동,2026-08-21,0,1,1450,58.5℃,츄러스,생활가전,,"사용감 다소 
솥 바꾸시거나 막 쓰실 분 추천",40000
밥솥,쿠쿠 밥솥,쿠쿠 IH압력밥솥 HLF109SXR 10인용 레드,거래중,"60,000원",마천동,2026-09-01,0,0,18,38℃,강가3,생활가전,,,60000
밥솥,쿠쿠 밥솥,쿠쿠 CRP-QS1020FG 10인용 밥솥 로즈골드,거래중,"130,000원",마천동,2026-08-14,2,10,190,45℃,멋져부러,생활가전,,,130000
밥솥,쿠쿠 밥솥,쿠쿠 스마트 IH 밥솥 AHP1010FD 10인용,거래중,"20,000원",마천동,2026-09-01,0,9,623,43.8℃,두언,생활가전,,,20000
밥솥,쿠쿠 밥솥,쿠쿠 스마트 IH 밥솥 DHXB0610FS 6인용(실사용2회),거래중,"190,000원",마천동,2026-09-01,0,1,28,41.8℃,아나아나,생활가전,,,190000
밥솥,쿠쿠 밥솥,쿠쿠 스마트 IH 밥솥 DHXB0610FS,거래중,"48,000원",마천동,2026-08-19,2,20,2196,53.5℃,프레셔스,생활가전,,"쿠쿠 스마트 IH 압력밥솥 DHXB0610FS 모델이에요
사진으로 보시는 것처럼 내부도 깔끔하게 사용했어요
다양한 요리 모드로 맛있는 밥을 지을 수 있답니다
건강하고 맛있는 밥을 매일 드시고 싶은 분들께 추천드려요",48000
밥솥,쿠쿠 밥솥,쿠쿠 에그밥솥 6인용 화이트,거래중,"40,000원",마천동,2026-08-28,2,3,385,36.2℃,Xmsozpql,생활가전,,"쿠쿠 전기보온 에그밥솥 6인용이에요
혼자 사용했고 사용감은 조금있으나 세척해서 사용하시면 깨끗하십니다! 다른 기능 문제는 없어요
연락주시면 사진 보여드릴게요",40000
밥솥,쿠쿠 밥솥,쿠쿠 6인용 트윈프레셔 Smart IH 압력밥솥 (CRP-JHTR0610FD),거래중,"75,000원",마천동,2026-08-28,1,19,1528,57.4℃,Mac,생활가전,,,75000
밥솥,쿠쿠 밥솥,쿠쿠 6인용 CRP-ST0610FW 밥솥,거래중,"135,000원",마천동,2026-08-30,1,2,233,65.3℃,엔지니어,생활가전,,"쿠쿠 CRP-ST0610FW 모델 밥솥이에요
정상적으로 작동 합니다 
음성가이드 패킹 지금 교환
교환 내솥 양호 ",135000
밥솥,쿠쿠 밥솥,쿠쿠 IH 압력밥솥 CRP-DHX80610FS 6인용,거래중,"116,000원",가락2동,2026-08-25,1,2,100,54.6℃,가락,생활가전,,"쿠쿠 IH 압력밥솥 6인용 판매해요
사진에 보이는 그대로 구성품 모두 있어요
에너지소비효율 1등급 제품입니다
맛있는 밥을 짓고 싶으신 분들께 추천드려요
전부 분해해서 새척해 놨습니다",116000
밥솥,쿠쿠 밥솥,쿠쿠 IH 밥솥 HZXB0610FR 레드 6인용,거래중,"15,000원",거여동,2026-08-09,2,8,175,66.4℃,강변사랑,생활가전,마천역 1번출구 직거래원해요,"쿠쿠 IH 압력밥솥 6인용 판매해요
IH 스마트 기능으로 맛있는 밥을 지을 수 있어요
내솥은 블랙샤인 코팅으로 밥알이 눌어붙지 않아요
사용감 있으니 신중한구매 당부드려요
식혜나 약밥 해먹으려 보관했는데 안써서 당근해요

마천역 1번출구 직거래원해요 ",15000
밥솥,쿠쿠 밥솥,쿠쿠 IH 전기압력밥솥 10인용,거래중,"225,000원",거여1동,2026-08-17,0,0,84,36.5℃,옥희뽕,생활가전,,"쿠쿠 IH 전기압력밥솥 10인용 모델입니다
사진에서 보이는 구성품 그대로 드려요
깔끔한 디자인으로 주방 어디에나 잘 어울려요
맛있는 밥을 짓고 싶으신 분들께 추천드려요",225000
밥솥,쿠쿠 밥솥,쿠쿠 IH압력밥솥 CRP-N0610FP 6인용,거래중,"35,000원",장지동,2026-04-04,1,0,178,77.3℃,플립이,생활가전,,"쿠쿠 IH압력밥솥 CRP-N0610FP 6인용입니다
- 밥맛이 좋고 에너지 효율이 높은 1등급 제품입니다
- 2013년 6월 제조되었으며, 사용감은 있지만 깨끗하게 사용했습니다
- 찰진밥, 부드러운밥 등 다양한 밥맛을 선택할 수 있습니다
- 6인용이라 넉넉하게 밥을 지을 수 있습니다

밥 아주 맛있게
잘됩니다. 밥솥을 바꿔서 판매합니다^^",35000
밥솥,쿠쿠 밥솥,쿠쿠 IH압력밥솥 HQXT0310FR 3인용,거래중,"108,000원",거여동,2025-11-05,1,1,457,41.4℃,헬창인생,생활가전,,"쿠쿠 IH압력밥솥 HQXT0310FR 모델입니다.
- 내솥, 고무링 새걸로 교채해서 비싸게 팔아요
- 3인용 사이즈입니다
- 에너지 소비 효율 등급은 2등급입니다
- 밥솥 내부에는 계량컵이 함께 들어있습니다
신세계에서 산 밥솥입니다",108000
밥솥,쿠쿠 밥솥,쿠쿠 트윈프레셔 6인용,거래중,"440,000원",가락2동,2025-09-01,0,1,271,47.4℃,나의작은천사에게,생활가전,,"미개봉 새상품

crp-phtr0610fws 

루미웜실버색 입니다

새제품 최저가느누496,630 이네여",440000
밥솥,쿠쿠 밥솥,쿠쿠 밥솥 CR-0375FW,거래완료,"20,000원",가락동,2026-08-18,2,0,56,41.9℃,밍첼,생활가전,,"깔끔한 화이트 색상의 쿠쿠 밥솥입니다.
내솥과 뚜껑 분리가 가능해서 세척이 편합니다.
사용에 전혀 문제는 없습니다만 식구가 늘면서 좀더 용량이 큰 밥솥을 구입하면서 내놓게 되었습니다. 
3인 식구로 나온 제품입니다만 사용한 바로는 1~2인정도가 밥 먹기 괜찮을 것 같고 
3인 식구는 한번 더 밥을 지어야될 정도의 양입니다.
중고제품이라 소소한 사용감은 있으니 고려해주세요-
내부 구성품 밑 뒤 물받이 통은 세척해서 건조 후 설치해서 드립니다.",20000
밥솥,쿠쿠 밥솥,쿠쿠 밥솥,거래완료,"70,000원",오금동,2026-08-02,5,6,374,52.6℃,블루베리당근,생활가전,,"CRP-DHP0610FD
연식은 있지만 사용을 얼마 안 해서 팝니다
집에서 밥을 거의 안해먹네요
6인용",70000
밥솥,쿠쿠 밥솥,쿠쿠 트윈프레셔 밥솥 CRP-ST0610FW 6인용,거래완료,"45,000원",거여동,2026-08-02,5,9,156,37.5℃,노루,생활가전,,"쿠쿠 트윈프레셔 밥솥
CRP-ST0610FW 6인용입니다",45000
밥솥,쿠쿠 밥솥,쿠쿠 6인용 전기밥솥 CR-0675FW,거래완료,"20,000원",거여동,2026-07-03,2,2,89,40.6℃,솔리상점,생활가전,,"깔끔한 디자인의 쿠쿠 6인용 밥솥 CR-0675FW에요
내솥, 계량컵, 주걱 모두 포함되어 있어요
에너지소비효율 1등급으로 전기료 부담도 적어요

2년정도사용했고 깨끗합니다 내솥을떨어뜨려서 살짝 찌그러졌는데 사용하는데 전혀 문제없어요~",20000
밥솥,쿠쿠 밥솥,쿠쿠 6인용 에그밥솥 CR-0675FW,거래완료,"25,000원",가락동,2026-06-03,1,2,115,43.3℃,짼짼이,생활가전,,"쿠쿠 밥솥 CR-0675FW 모델이에요
사진에서 보시는 것처럼 내부가 깨끗하게 관리되었어요
밥솥은 역시 쿠쿠죠
맛있는 밥 지어 드실 분께 추천드려요

6인용 밥솥입니다.

사용한지는 2년좀 넘었습니다만 집에서 밥을 잘 안해먹어서 실사용은 6개월정도 될거에요!!

모두 깨끗하게 씻어서 보관중입니다!!

사용하는데 전혀 문제없어요!

밥주걱도 있어요!",25000
밥솥,쿠쿠 밥솥,쿠쿠 밥솥 6인용 IH 압력밥솥,거래완료,"50,000원",문정2동,2026-08-18,2,4,1311,61.1℃,yyyyeeee,생활가전,,"쿠쿠 6인용 IH 압력밥솥입니다
2019년쯤 구매한것 같아요
모델명: CRP-JHT0610FS

* 제조사: 쿠쿠전자
* 제품: 트윈프레셔 IH 전기압력밥솥
* 용량: 6인용
* 방식: IH 압력
* 2기압 취사 + 무압 취사
* 풀 스테인리스 분리형 커버
* 에너지소비효율 1등급
* 크기 약 269 × 268 × 392mm
* 무게 약 6.8kg 

정품 IH 풀스테인리스 내솥 따로 구매해서 사용하려면
약 14만~15만원대정도인 것 같아요. 
잔기스가 있긴해서 이 점 감안해주세요",50000
밥솥,쿠쿠 밥솥,쿠쿠 3인용 전기밥솥 CR 0375 FW,거래완료,"30,000원",오금동,2026-08-04,3,4,113,41.7℃,울레미,생활가전,,,30000
밥솥,쿠쿠 밥솥,쿠쿠 트윈프레셔 IH 밥솥 6인용 LHTR0610FW,거래완료,"20,000원",문정동,2026-08-02,2,3,534,54.6℃,푸른하늘은하수,생활가전,,"쿠쿠 트윈프레셔 IH 밥솥 6인용 LHTR0610FW 모델이에요 (밥통없음)
스마트 IH 기능으로 맛있는 밥을 지을 수 있어요
사진에서 보이는 구성품 그대로 드려요
깔끔한 디자인으로 주방 어디에나 잘 어울려요
매일 맛있는 밥을 짓고 싶은 분들께 추천드려요",20000
밥솥,쿠쿠 밥솥,쿠쿠 CRP-RT069FP 압력밥솥 6인용 문정1동,나눔완료,무료나눔,거여동,2026-08-13,1,2,124,38℃,안젤라,생활가전,,"쿠쿠 압력밥솥 6인용 CRP-RT069FP 모델이에요
사진에서 보이는 것처럼 깔끔하게 사용했어요
오늘까지 사용한 제품이예요
 내솥이 약간 흠이 났지만 밥은 아주 잘되요
작년에 내솥과 고무 패킹은 교체했었습니다
밥솥을 선물 받아 나눔합니다",0
밥솥,쿠쿠 밥솥,쿠쿠 CRP-R108FB 10인용 압력밥솥 로즈골드,거래완료,"59,000원",장지동,2026-08-24,1,3,132,99℃,새롭게하소서,생활/주방,,"쿠쿠 CRP-R108FB 10인용 압력밥솥이에요
로즈골드 색상으로 주방 어디에나 잘 어울려요
내솥은 풀 스테인리스로 되어있어 위생적으로 사용할 수 있어요
맛있는 밥을 짓고 싶으신 분들께 추천드려요",59000
밥솥,쿠쿠 밥솥,쿠쿠 CRP-ST1010FW 밥솥,거래완료,"90,000원",위례동,2026-06-03,1,0,78,40.5℃,sm7157,생활가전,,"쿠쿠 CRP-ST1010FW 제품입니다.
깔끔한 디자인으로 주방 어디에나 잘 어울려요

실사용1번있는 거의새제품입니다 1인가구라 생각보다쓸일이없더라구요..깨끗합니다",90000
밥솥,쿠쿠 밥솥,쿠쿠 IH 밥솥 FHX8061FD 10인용,거래완료,"89,000원",문정2동,2026-08-17,0,5,247,99℃,새롭게하소서,생활가전,,"쿠쿠 스마트 IH 압력밥솥 10인용입니다
사진에서 보시는 것처럼 깔끔한 상태를 유지하고 있어요
다양한 취사 모드를 지원하여 원하는 밥맛을 즐길 수 있습니다
맛있는 밥을 짓고 싶으신 분들께 추천드려요

쿠쿠 FHXB0610FD 전기밥솥입니다. 외관 상태 좋고, 디스플레이도 잘 나옵니다. 다양한 요리 모드를 지원하며, 에너지 절약 기능도 있습니다. 

 밥, 잡곡, 영양죽 등 다양한 메뉴를 터치로 간편하게 선택할 수 있습니다. 밥솥 상태는 사진과 동일하며, 깨끗하게 사용별로 안했습니다. 

쿠쿠 IH압력밥솥 6인용 모델입니다
- 풀 스테인리스 에코로 위생적입니다
- 스마트 IH 기능으로 밥맛을 조절할 수 있습니다

- 분리형 커버로 세척이 용이합니다
- 에너지 효율이 좋습니다

사용은 별로 안해서 전체적으로 상태는 아주최상급으로 좋아요~**~

내솥과 패킹도 깨끗하고 김도 안새며 밥도 잘됍니다~ 

압력밥솥 밥 쾌속 해도 밥 찰지고 맛있게 잘됩니다 ~*~*

음성안내 기능이 있어서 어르신들 사용하시기에도 좋아요~**~

정상작동 안되면 100% 환불해드립니다..

서울시 송파구 성남지역은 배송원하시면 배송비1만원 받고 배달가능합니다..

빠른선택 쿨거래 하시는 한분에게 드립니다..

",89000
밥솥,쿠쿠 밥솥,쿠쿠밥솥,거래완료,"30,000원",위례동,2026-08-02,3,4,207,42.7℃,모디바,생활가전,직거래나 문고리 거래만 할께요,"새 밥솥을 들이게 되서 판매합니다
밥은 항상 냉동밥으로 얼려서 먹어서 
딱 밥하는용으로만 사용했어요
위에 솥커버랑 항상 분리해서 세척 잘해서 사용했습니다
맛있는밥 하는데 전혀 지장 없어요 ! (다른용도로 가볍게 사용하는것도 추천드려요)
솥은 겉부분 까짐 있어서 참고 해주세요 ㅠ

직거래나 문고리 거래만 할께요",30000
밥솥,쿠쿠 밥솥,쿠쿠 CRP-QST1010FD 10인용 압력밥솥,거래완료,"25,000원",거여동,2026-08-14,1,5,70,36.8℃,소소당근,생활가전,,"쿠쿠 압력밥솥 10인용입니다. 
구입 연도는 2019년도 이고 잔기스등이 있지만 사용은 잘됩니다.
밥솥이 무거워서 작은 밥솥을 구매하면서 당근 합니다.",25000
밥솥,쿠쿠 밥솥,쿠쿠 IH압력밥솥 HTX-B1011FB 10인용,거래완료,"40,000원",거여동,2026-08-02,1,6,126,37.3℃,체육관디저트멘토,생활가전,,"쿠쿠 IH압력밥솥 10인용입니다
사진에서 보이는 것처럼 에너지효율 1등급 받은 제품이에요
내솥과 본체 모두 깔끔하게 사용했어요
맛있는 밥 지어 드시고 싶은 분들께 추천드려요",40000
밥솥,쿠쿠 밥솥,쿠쿠 스마트 IH 압력밥솥 FHR-L0610FG,거래완료,"69,000원",장지동,2026-08-18,1,12,755,99℃,새롭게하소서,생활가전,,"쿠쿠 스마트 IH 압력밥솥 6인용입니다. IH 압력 방식으로 맛있는 밥을 지을 수 있어요. 구성품은 사진에 보이는 밥솥 본체입니다. 밥솥이 필요하신 분께 추천드려요

밥, 잡곡, 영양죽 등 다양한 메뉴를 터치로 간편하게 선택할 수 있습니다. 밥솥 상태는 사진과 동일하며, 깨끗하게 사용별로 안했습니다. 

쿠쿠 IH압력밥솥 6인용 모델입니다
- 풀 스테인리스 에코로 위생적입니다
- 스마트 IH 기능으로 밥맛을 조절할 수 있습니다

- 분리형 커버로 세척이 용이합니다
- 에너지 효율이 좋습니다

사용은 별로 안해서 전체적으로 상태는 양호합니다 ~**~

내솥과 패킹도 깨끗하고 김도 안새며 밥도 잘됍니다~ 

압력밥솥 밥 쾌속 해도 밥 찰지고 맛있게 잘됩니다 ~*~*

음성안내 기능이 있어서 어르신들 사용하시기에도 좋아요~**~

서울시 송파구 성남지역은 배송원하시면 배송비1만원 받고 배달가능합니다..

예민하신분은 폐스해주세요..",69000
밥솥,쿠쿠 밥솥,쿠쿠 IH 압력밥솥 FHTAS1010FW 10인용,거래완료,"60,000원",거여동,2026-08-02,2,4,141,38.3℃,Ashley,생활가전,,"1번사용,거의 새것입니다. 즉석밥을 사먹어서 사용 안했습니다.

쿠쿠 스마트 IH 압력밥솥 FHTAS1010FW 모델이에요.

10인용으로 넉넉하게 사용할 수 있답니다
에너지소비효율 1등급으로 전기료 절약에도 좋아요.

맛있는 밥을 짓고 싶으신 분들께 추천드려요

",60000
밥솥,쿠쿠 밥솥,쿠쿠밥솥(하자있음),거래완료,"40,000원",오금동,2026-08-09,1,2,156,43.9℃,쌀국수조하,생활/주방,,"오류가 조금 나요

밥은 잘 지어지구요

오류가 나면 전원콘센트를 뺐다가 끼우면 됩니다

내솥값만 10만원이 넘었어요

사용감은 있습니다

사진 다 넘겨보시고 톡주세요
",40000
