카테고리,검색어,제목,상태,가격,지역,등록시각,채팅수,관심수,조회수,매너온도,판매자닉네임,상세카테고리,거래희망장소,상세설명,가격원
전자기기,풀리오 마사지 기기,풀리오v2 무선종아리마사지기기 팝니다,거래완료,"60,000원",도림동,2025-08-30,2,2,95,39.2℃,김지갱만세,뷰티/미용,대림역8번출구앞 직거래합니다,"풀리오 종아리 마사지기 V2 입니다.

- 공기압, 진동, 온열 기능
- 3가지 마사지 모드, 3단계 강도 조절
- 무선 사용 가능
- 정가는 10만원대 초반입니다

작동 잘 되고, 만나서 확인 가능합니다.

* 중고상품 특성상 환불 불가합니다.

* 대림역8번출구앞 직거래합니다",60000
전자기기,풀리오 마사지 기기,풀리오 무선 종아리 마사지기V2(미개봉) 양천,거래완료,"86,000원",양평제1동,2025-08-30,1,0,35,37.3℃,말랑푸딩,뷰티/미용,택배는 4000원이고 직거래 선호합니다:),"풀리오 무선 종아리 마사지기 V2 미개봉 상품입니다 ☺️

회사 워크샵때 당첨 되었는데 저두 똑같은 기기가 있어서 당근합니다!

쿨거래 하시면 2,000원 할인해드립니당 

오목교역 5번 출구에서 거래 가능합니다",86000
전자기기,풀리오 마사지 기기,풀리오 다리마사지 v1 급처,거래완료,"20,000원",영등포본동,2025-08-30,9,5,275,46.7℃,에헤헿,디지털기기,택배는 4000원이고 직거래 선호합니다:),"사용감은 미세하게있고,
한쪽은 조금 튿어짐 있습니다.
사용엔 지장없습니다.
흥정없이 급처합니다.
기기만 판매하며 작동이상없습니다.
연락주세요.",20000
전자기기,풀리오 마사지 기기,풀리오 목어깨 마사지기 V1,거래완료,"50,000원",여의도동,2025-08-30,1,2,68,47.4℃,binuyu,생활가전,직거래 시 여의도 내 가능,"24년 6월 생산 제품이구요, 5회 정도 사용했습니다

기기에 하자 전혀 없습니다! 거의 새 상품이에요

충전은 일반 c타입 케이블로 하시면 돼요


직거래 시 여의도 내 가능
* 평일 12시/18시 사당역, 18:30 신용산역 가능

일반택배 + 3500 반값택배 + 1800",50000
전자기기,풀리오 마사지 기기,풀리오 넥풀러 마사지 팝니다,거래완료,1원,도림동,2025-08-30,2,1,100,41℃,린담솔,뷰티/미용,영등포구청 사거리 직거래 희망합니다.,"선물받은거라 버전이 몇인진 잘 모르겠어요 (상자없음)
기기작동은 정상적으로 됩니다
사용감 좀 있는 편이라 예민하신 분들은 피해주세요

반값택배가능 (+2,000)
직거래 : 낙성대역",1
전자기기,풀리오 마사지 기기,풀리오 목 어깨 마사지기,거래완료,"60,000원",신길제1동,2025-08-30,1,1,85,63.3℃,예미니,뷰티/미용,대륭22차 앞 직거래 가능하고,"풀리오 종아리 마사지기 판매합니다
기기와 충전선 구성입니다
몇번 쓰다가 안 쓰게되어 판매합니다

서서울호수공원~까치산역 거래 가능합니다 그 외 장소는 메세지로 협의해요 ^^",60000
전자기기,풀리오 마사지 기기,풀리오 종아리 마사지기 세트 v2,거래완료,"25,000원",신길제1동,2025-08-30,3,3,298,38.7℃,나랑께,뷰티/미용,택배는 4000원이고 직거래 선호합니다:),"풀리오 종아리 마사지 기기 v2 판매합니다! 

보시다시피 지퍼부분이 고장나서 왼쪽 부분 A/S하시고 사용하실 분은 저렴하게 가져가세요!! 

오른쪽은 사용 가능합니다 :) 

작동 잘되고 충전기 선도 챙겨드릴게요 🥴

공기압 차이 없이 빵빵하게 잘 됩니다. 강한 압을 좋아해서 꽉 맞게 착용하다보니 지퍼에 문제가 생긴거 같아요 ㅠࡇㅠ 

그래도 잘 작동 되니 걱정마세요 !!

택배는 4000원이고 직거래 선호합니다:)",25000
전자기기,풀리오 마사지 기기,풀리오 종아리 마사지기 V2 (PLO-CB227),거래완료,"78,000원",양평제1동,2025-08-30,10,7,269,41.8℃,qwer,뷰티/미용,대륭빌딩 1층,"올 여름에 선물받아서 한번 사용한 새제품이에요
다른 마사지 기기 있어서 판매해요!

지퍼랑 벨크로 다 있는 제품이고
박스, 보증서, 충전기 다 그대로 있습니다 :)",78000
전자기기,풀리오 마사지 기기,풀리오 종아리 마사지 v2 판매합니다! 당산동3가,거래완료,"30,000원",당산제1동,2026-04-02,2,2,33,40.2℃,인사명,뷰티/미용,직거래요망,"풀리오 v2 마사지 기기 팝니다.
구매 후 초반에 사용을 하다 거의 안해서 판매합니다.
조금의 사용감? 사진과 똑같습니다!
작동하는건 전혀 이상 없습니다.
충전케이블도 같이 드릴게요.

박스는 없어서 쇼핑백에 담아드릴게요!

* 차량 가지고 오시는경우 주차 등록 해드릴게요!",30000
전자기기,풀리오 마사지 기기,풀리오 풀리션 마사지부츠 원가 37만원,거래완료,"85,000원",양평제2동,2025-12-03,1,7,104,42.6℃,케세라세라,디지털기기,영등포구청역이나 문래역 근처 직거래합니다,"사용감은 미세하게있고,
한쪽은 조금 튿어짐 있습니다.
사용엔 지장없습니다.
흥정없이 급처합니다.
기기만 판매하며 작동이상없습니다.
연락주세요.",85000
전자기기,풀리오 마사지 기기,풀리오 종아리 마사지기 v3 당산동4가,거래완료,"90,000원",당산제1동,2025-12-03,1,1,41,43.1℃,페리클레스,생활가전,"직장인이라 퇴근 후 타임스퀘어 근처에서 직거래 사능하며,","풀리오 종아리 마사지기입니다
선물받았는데 사용하지않아 당근합니다.
사진처럼 전혀 하자없고 충전 한번하고 두번 사용하였습니다.
그리고 3번째 4번째 사진처럼 두개를 같이 보관하던 중 기기 표면에 스크래치가 살짝 났어요.
참고바랍니다.",90000
전자기기,풀리오 마사지 기기,풀리오 무선 종아리 마사지기V2(미개봉),거래완료,"86,000원",양평제1동,2025-08-30,1,0,36,46.7℃,하내커,뷰티/미용,직거래는 양천향교역 8번출구에서 합니다 :-),"폴리오 마사지 기기 팔아요
손목 60,000 / 어깨 60,000원
세트러 구매시 10,000원 빼드려요.
사용은 거의 안 했습니다.",86000
전자기기,풀리오 마사지 기기,풀리오 종아리 마사지기 V3,거래완료,"80,000원",양평제2동,2025-08-30,2,3,117,52.4℃,모리,생활가전,신림역,"풀리오 무선 종아리 마사지기 팝니다!

📱 기기 상태

•외관: 생활기스 있지만 몇번 사용 안 한제품이라 그 외에 기능에는 이상 없습니다! 

•배터리: 한 번충전하면 5-6번 사용 가능합니다! 상태 좋습미다

•기능:  모든 기능 이상 없이 잘 작동합니다.
정품 충전기 선 포함이라 충전시 이상 없습니다!",80000
전자기기,풀리오 마사지 기기,풀리오 종아리마사지 일반형 지퍼+벨크로 당산동2가,거래완료,"50,000원",당산제1동,2025-08-30,1,3,93,41℃,리댜,뷰티/미용,영등포구청역이나 문래역 근처 직거래합니다,"풀리오 종아리마사지기입니다
잘 사용하지 않아서 판매해요

기기랑 충전선 같이 드려요~

영등포구청역이나 문래역 근처 직거래합니다
채팅주세요!",50000
전자기기,풀리오 마사지 기기,풀리오 종아리 마사지기기 V2 영등포동4가,거래완료,"70,000원",당산제1동,2025-08-30,2,4,126,42.3℃,루나,디지털기기,"직장인이라 퇴근 후 타임스퀘어 근처에서 직거래 사능하며,","풀리오 종아리 마사지 기기 당근합니다.
올해 선물로 받고 사용 몇번 해보고
그냥 보관만 하고 있어 당근 해 보아요~
미사용 제퓸은 아니지만 박스, 충전기, 제품 모든 구성 입니다

직장인이라 퇴근 후 타임스퀘어 근처에서 직거래 사능하며,
현금 및 당근페이 거래 선호 합니다.

관심 있으신분들 챗 주세요~~~",70000
전자기기,풀리오 마사지 기기,풀리오 종아리 마사지기 V3 동작,거래완료,"70,000원",신길제5동,2025-08-30,8,2,176,38.8℃,당근당근당직,생활가전,대방역 1호선 직거래 가능합니다,"사자마자 실착 1회 후 미사용한 거의 새제품입니다.
박스가 없어 저렴한 가격에 내놓습니다.
기기랑 충전선 있고 충전선은 아예 뜯지도 않았습니다.

대방역 1호선 직거래 가능합니다",70000
전자기기,풀리오 마사지 기기,[안마기] 폴리오 목어깨 마사지기 판매합니다. 영등포동7가,거래중,"62,000원",당산제1동,2026-05-03,0,1,66,85.1℃,솜이,뷰티/미용,직거래 장소 : 한림대학교 한강성심병원 부근,"[안마기] 폴리오 목어깨 마사지기 판매합니다.
선물 받아서 한번 쓰려했는데
사용이 미숙해서 보관만 해뒀어요.
설명서와 파우치 같이드려요~

- 직거래 장소 : 한림대학교 한강성심병원 부근

- 직거래가능 시간 : 
오후 5시 이후로 거래가능하며
* 중고거래상 반품&환불 불가 *

비대면 문고리&우편함 거래도 가능합니다.
전자기기라 택배는 어려울것 같아요.

평일은 업무가 많이바빠 폰을 거의 못봐요ㅠ
채팅 남겨주시면  퇴근 이후 답변드리겠습니다
양해 부탁드립니다 :)",62000
전자기기,풀리오 마사지 기기,폴리오 마사지기 팔아요 영등포 문래동5가,거래완료,"50,000원",당산제1동,2025-08-31,2,2,72,43.9℃,방귀머신임지환,디지털기기,대륭빌딩 1층,"폴리오 마사지 기기 팔아요
손목 60,000 / 어깨 60,000원
세트러 구매시 10,000원 빼드려요.
사용은 거의 안 했습니다.",50000
전자기기,풀리오 마사지 기기,폴리오 종아리 마사지 기기,거래완료,"90,000원",도림동,2025-08-31,1,0,52,37.6℃,캡짱,디지털기기,신도림역 부근 직거래 가능합니다,"24년도 7월 구매하였고 구성품은 파우치에 하얀색?뭔가 묻어있는거 있고 기기는 10회미만 사용하였고 너무 안써써 팝니다 충전기중 하얀색 하나는 고장나서 버린상태이고 나머지 충전기는 다들어있습니다 
거래는 구로1동주민센터,구일역,신도림역 에서 합니다 
적당한 네고가능",90000
전자기기,풀리오 마사지 기기,폴리오 종아리마사지기기 판매합니다^^,거래완료,"60,000원",양평제1동,2025-08-31,4,3,232,41℃,김수현,뷰티/미용,신도림역 부근 직거래 가능합니다,"풀리오 종아리 마사지기 V2 입니다.

- 공기압, 진동, 온열 기능
- 3가지 마사지 모드, 3단계 강도 조절
- 무선 사용 가능
- 정가는 10만원대 초반입니다

작동 잘 되고, 만나서 확인 가능합니다.

* 중고상품 특성상 환불 불가합니다.

* 대림역8번출구앞 직거래합니다",60000
전자기기,풀리오 마사지 기기,폴리오 종아리 마사지기,거래완료,"70,000원",여의도동,2025-08-31,3,9,232,40℃,쟁쟁,생활가전,영등포구청역이나 문래역 근처 직거래합니다,"폴리오종아리맛사지기입니다.
24년 3월 31일에 구매하고 처음에 몇번 사용하다가 더이상 사용하지않아서 판매합니다. 생활기스는 조금 있습니다. 배터리 방전될때까지 써본적 없습니다.
구성품은 사진보시는것같이 풀박스입니다.
박스 충전케이블 사용설명서 품질보증서 본기기2대",70000
전자기기,풀리오 마사지 기기,풀리오 종아리 마사지기 보라색 구로,거래완료,"50,000원",도림동,2026-08-24,1,5,74,39.8℃,레몬가게,생활가전,선유도역 직거래 원합니다.,"풀리오 종아리 마사지기 보라색이고요
10회 미만으로 사용해서 상태 좋아요
기기와 케이블 같이 드려요
하루의 피로를 풀어줄 종아리 마사지기로 뭉친 근육을 시원하게 풀어보세요",50000
전자기기,풀리오 마사지 기기,[새제품] 풀리오 목 어깨 마사지기 V2 구로,거래완료,"45,000원",도림동,2026-08-17,1,8,57,36.9℃,킴다단,디지털기기,신도림역 부근 직거래 가능합니다,"목과 어깨를 시원하게 풀어주는 풀리오 마사지기 V2입니다.
선물 받았는데, 집에 다른 마사지기기가 있어 판매합니다!
제품 씰 뜯지않은 새제품이며, 보관할 수 있는 파우치도 같이 드려요

신도림역 부근 직거래 가능합니다",45000
전자기기,풀리오 마사지 기기,풀리오 풀리션 마사지부츠 원가 37만원 강서,거래완료,"85,000원",양평제2동,2025-12-03,1,7,105,54℃,젤루조하,생활가전,아이가 있어서 문고리 거래 원합니다 ^^,"3개월전에 구매하고 다섯번도 안썼네요. 

구성품은 기기랑 케이블 입니다.

선유도역 직거래 원합니다.",85000
전자기기,풀리오 마사지 기기,"풀리오 무선 종아리 마사지기 V3(개봉, 3회사용) 강서",거래완료,"80,000원",양평제2동,2025-11-03,1,1,42,37.9℃,토마토케찹,뷰티/미용,직거래는 양천향교역 8번출구에서 합니다 :-),"풀리오 무선 종아리 마사지기 V3 입니다. 
- 뭉친 종아리 근육을 시원하게 풀어줍니다
- 콤팩트한 사이즈로 언제 어디서든 사용 가능합니다
- 무선이라 편리하게 사용 가능합니다
박스, 충전 케이블 포함되어 있습니다

3번 사용해 봤어요. 
선물받고 제품이 어떤지 가족들끼리 한 번씩 사용해 봤습니다.
처음 충전 상태로 충전도 안해서 케이블도 포장 상태입니다. 

보관시 긁혔는지 오른쪽 기기가 긁힘이 있네요. 

새상품과 다를바 없다고 생각하지만 
어쨋든 뜯었고 테스트로 3번 사용해서 저렴하게 내놓습니다. 
거래후 이러니저러니 말씀하실 것 같으면 아예 구매 하지 마시고요, 채팅으로 필요하신 정보가 있다면 얼마든지 편히 물어보세요~!",80000
전자기기,풀리오 마사지 기기,풀리오종아리마사지 기기+충전기,거래완료,"60,000원",양평제1동,2025-08-30,1,1,48,37.6℃,홍익food,디지털기기,직거래 합정역 부근 희망해요,"Pulio 종알리 마사지기 팔아요

운동을 즐겨해서 종아리 관리가 중요하다 해서 구했는데 다른 기기 사서 팔아요

테스트로 1번 밖에 안썼어요
충전선은 뜯지도 않았습니다

박스는 뜯었는데 안에 들어있는 구성품은 새거에요

공식홈페이지 159,000원입니다",60000
전자기기,풀리오 마사지 기기,풀리오 종아리 마사지기 v2,거래완료,"45,000원",양평제1동,2025-08-30,3,2,191,55.1℃,톰꼼짝마,뷰티/미용,디지털기기인 만큼 직거래 선호합니다.,"풀리오 종아리 마사지기 v2 입니다

온열기능이 있는 v2 입니다.

기기단품이고 충전기는 없습니다.",45000
전자기기,풀리오 마사지 기기,풀리오 다리마사기 기기 벨크로형,거래완료,"40,000원",신길제5동,2025-08-30,1,0,63,47.9℃,히하하니,디지털기기,노량진역,"작동잘되고 v1 초기제품입니다

23000원에 판매하고 있는 파우치랑 같이 드려요!",40000
전자기기,풀리오 마사지 기기,(가격내림) 풀리오 넥풀러 팝니다!,거래완료,"230,000원",당산제1동,2025-08-30,2,3,124,37℃,당근달근,뷰티/미용,직거래 합정역 부근 희망해요,"풀리오 넥풀러 팝니다!
경추쪽 풀어주는데는 확실히 좋아요 (머리 부근)
다른 기기랑 다르더라구요 
평소에 목이 많이 아파서 샀구요
지금은 치료 운동 병행하니 손이 안가서 팔아요
실사용 10회 미만이고, 케이스는 버려서 없어요ㅠ
고장없고 멀쩡하게 사용가능합니다 ㅎㅎ
직거래 합정역 부근 희망해요
",230000
전자기기,풀리오 마사지 기기,Puluo 공기압 마사지기 세 영등포,거래완료,"50,000원",대림동,2025-08-31,2,1,56,37.7℃,큰둥이,생활가전,아이가 있어서 문고리 거래 원합니다 ^^,"풀리오 무선 종아리 마사지기 V3 입니다. 
- 뭉친 종아리 근육을 시원하게 풀어줍니다
- 콤팩트한 사이즈로 언제 어디서든 사용 가능합니다
- 무선이라 편리하게 사용 가능합니다
박스, 충전 케이블 포함되어 있습니다

3번 사용해 봤어요. 
선물받고 제품이 어떤지 가족들끼리 한 번씩 사용해 봤습니다.
처음 충전 상태로 충전도 안해서 케이블도 포장 상태입니다. 

보관시 긁혔는지 오른쪽 기기가 긁힘이 있네요. 

새상품과 다를바 없다고 생각하지만 
어쨋든 뜯었고 테스트로 3번 사용해서 저렴하게 내놓습니다. 
거래후 이러니저러니 말씀하실 것 같으면 아예 구매 하지 마시고요, 채팅으로 필요하신 정보가 있다면 얼마든지 편히 물어보세요~!",50000
전자기기,풀리오 마사지 기기,(새상품) 풀리오 v3 종아리 마사지기기 동작,거래완료,"79,000원",신길제5동,2026-08-02,5,1,80,42.6℃,현숙,생활가전,기기특성상 직거래만 합니다.,"목과 어깨를 시원하게 풀어주는 풀리오 마사지기 V2입니다.
선물 받았는데, 집에 다른 마사지기기가 있어 판매합니다!
제품 씰 뜯지않은 새제품이며, 보관할 수 있는 파우치도 같이 드려요

신도림역 부근 직거래 가능합니다",79000
전자기기,풀리오 마사지 기기,풀리오 종아리 마사지기 V3 퍼플,거래완료,"70,000원",신길제1동,2026-03-03,3,6,132,37.6℃,밤톨이님,생활가전,영등포구청역이나 문래역 근처 직거래합니다,"풀리오 종아리 마사지기 V3 퍼플 색상입니다

사진과 같이 상태 깨끗하고 25년에 구매하여 실사용 15회 이하 입니다. 

충전은 C타입으로 가능합니다.

박스 제외하고 기기 + 충전기만 판매하여 싸게 올립니다~~",70000
전자기기,풀리오 마사지 기기,풀리오 목어깨 마사지기 V2 양천,거래완료,"38,000원",양평제1동,2026-01-02,3,1,149,38.1℃,사랑니,뷰티/미용,영등포구청역이나 문래역 근처 직거래합니다,"기기단품입니다
제품 상태 양호하고 v1제품입니다 
작년 겨울쯤 구매했습니다
충전 단자는 usb-c타입입니다",38000
전자기기,풀리오 마사지 기기,풀리오 종아리 마사지기,거래완료,"40,000원",신길제5동,2025-08-30,7,7,365,36.9℃,리리,뷰티/미용,"직장인이라 퇴근 후 타임스퀘어 근처에서 직거래 사능하며,","C타입 충전, 풀리오 종아리 마사지 기기 입니다 :)
다리가 많이 부어서 구입했습니다.
초반엔 열심히 사용하다가,
이제 누워 자기에 바빠서 사용 안하게 되었어요.

사용은 20회 정도 한 것 같아요!
조작부에 흠집 있으니 참고 부탁드립니다!

( 핸드폰 확인이 어려워 답이 많이 늦을 수 있습니다. 늦더라도 답은 꼭 드리니 양해부탁드려요! )",40000
전자기기,풀리오 마사지 기기,풀리오 어깨마사지기v2 양천,거래완료,"30,000원",양평제1동,2025-08-30,2,2,198,40℃,밍밍큐,생활가전,선유도역 직거래 원합니다.,"풀리오 어깨 마사지기v2 팔아요. 
박스등 없고 기기만 있습니다. 충전은 c케이블로 하시면 되어요. 
거의 사용하지 않았는데 생활 자국 같은건 어쩔수 없네요;(두 번째 사진 참고 부탁 바랍니다) 

https://m.puliodays.com/product/🎁프리미엄-쇼핑백-증정-풀리오-목-어깨-마사지기-v2/124/category/1/display/22/",30000
전자기기,풀리오 마사지 기기,풀리오 무선 종아리 마사지기 V3 풀박스 판매,거래완료,"100,000원",신길제1동,2025-08-30,2,1,239,43.4℃,진이맘,뷰티/미용,영등포구청역이나 문래역 근처 직거래합니다,"풀리오 종아리 마사지 기기 당근합니다.
올해 선물로 받고 사용 몇번 해보고
그냥 보관만 하고 있어 당근 해 보아요~
미사용 제퓸은 아니지만 박스, 충전기, 제품 모든 구성 입니다

직장인이라 퇴근 후 타임스퀘어 근처에서 직거래 사능하며,
현금 및 당근페이 거래 선호 합니다.

관심 있으신분들 챗 주세요~~~",100000
전자기기,풀리오 마사지 기기,풀리오 무선 종아리 마사지기,거래완료,"68,000원",도림동,2025-08-30,2,2,105,38.9℃,tiger,생활가전,"노량진역 부근, 대방역 부근 등","24년 6월 생산 제품이구요, 5회 정도 사용했습니다

기기에 하자 전혀 없습니다! 거의 새 상품이에요

충전은 일반 c타입 케이블로 하시면 돼요


직거래 시 여의도 내 가능
* 평일 12시/18시 사당역, 18:30 신용산역 가능

일반택배 + 3500 반값택배 + 1800",68000
전자기기,풀리오 마사지 기기,풀리오 목 어깨 마사지기기,거래완료,"58,000원",대림제3동,2025-08-30,2,2,122,42.6℃,하하하항,뷰티/미용,대륭빌딩 1층,"C타입 충전, 풀리오 종아리 마사지 기기 입니다 :)
다리가 많이 부어서 구입했습니다.
초반엔 열심히 사용하다가,
이제 누워 자기에 바빠서 사용 안하게 되었어요.

사용은 20회 정도 한 것 같아요!
조작부에 흠집 있으니 참고 부탁드립니다!

( 핸드폰 확인이 어려워 답이 많이 늦을 수 있습니다. 늦더라도 답은 꼭 드리니 양해부탁드려요! )",58000
전자기기,풀리오 마사지 기기,풀리오 종아리 마사지기 V2 (PLO-CB227) 양천,거래완료,"78,000원",양평제1동,2025-08-30,10,7,270,41.8℃,qwer,뷰티/미용,선유도역 직거래 원합니다.,"올 여름에 선물받아서 한번 사용한 새제품이에요
다른 마사지 기기 있어서 판매해요!

지퍼랑 벨크로 다 있는 제품이고
박스, 보증서, 충전기 다 그대로 있습니다 :)",78000
전자기기,풀리오 마사지 기기,풀리오 목어깨 마사지기 퍼플,거래완료,"35,000원",신길제1동,2026-03-03,2,2,119,37.7℃,기미,생활가전,신림역,"풀리오 목어깨 마사지기입니다
선물로 받았는데 집에 마사기기, 안마의자
너무 많아서 거의 사용하지 않았어요! 사진보시면 아시겠지만 화이트부분 가죽도 사용감 거의 없습니다~ 

- 목과 어깨를 동시에 시원하게 마사지할 수 있습니다
- 온열 기능으로 따뜻하게 마사지 가능합니다
- 무선이라 편리하게 사용 가능합니다

충전은 가지고계신 C타입으로 하심되어요!!",35000
전자기기,풀리오 마사지 기기,풀리오 에어 괄사 마사지기,거래완료,"65,000원",신길제1동,2025-12-03,4,2,56,46.2℃,후기를따슷하게부탁,뷰티/미용,문고리 거래 하며 직접 오셔서 픽업 하셔야 합니다.,"풀리오 에어 괄사 마사지기입니다
- 괄사 마사지 효과로 얼굴 윤곽 관리에 도움을 줍니다
- 붓기 완화와 피부톤 개선에도 효과적입니다
- 박스에 담겨있어 안전하게 배송됩니다

2025년 04월 생산된 정품기기입니다
충전기 뜯지도 않고 한번밖에 사용 안했네요

항상 피곤하여 기절하듯이 자서 
사용할 시간이 없네요",65000
전자기기,풀리오 마사지 기기,Pulio 풀리오 머사지기기 5만원,거래완료,"50,000원",대림제3동,2025-08-30,1,2,90,50.3℃,냥냥,생활가전,대륭22차 앞 직거래 가능하고,"사용감 거의없습니다
몇번 사용하고 보관만 했네요. 
관악드림타운143동 
대륭22차 앞 직거래 가능하고
택배반택. 우체국도 됩니다",50000
전자기기,풀리오 마사지 기기,풀리오 손마사지기,거래완료,"40,000원",신길제1동,2025-08-30,1,0,71,39.2℃,린다JUNG,뷰티/미용,직거래요망,"폴리오 마사지 기기 팔아요
손목 60,000 / 어깨 60,000원
세트러 구매시 10,000원 빼드려요.
사용은 거의 안 했습니다.",40000
전자기기,풀리오 마사지 기기,풀리오 종아리 마사지기 V2 작년구매 영등포 당산동4가,거래완료,"60,000원",대림제2동,2025-08-30,2,0,40,37.7℃,리닝,뷰티/미용,선유도역 직거래 원합니다.,"작년 8월 구매했구요.
많이 사용안해서
배터리 상태 기기상태 모두 좋아요.
박스없어서 싸게내놓습니다.",60000
전자기기,풀리오 마사지 기기,풀리오 어깨 마사지기 v2 팝니다,거래완료,"85,000원",신길제1동,2025-08-30,1,2,63,36.9℃,박부자라오,뷰티/미용,GS25 화곡고가점편의점,"사자마자 실착 1회 후 미사용한 거의 새제품입니다.
박스가 없어 저렴한 가격에 내놓습니다.
기기랑 충전선 있고 충전선은 아예 뜯지도 않았습니다.

대방역 1호선 직거래 가능합니다",85000
전자기기,풀리오 마사지 기기,풀리오 종아리마사지 일반형 지퍼+벨크로 서울,거래완료,"50,000원",영등포구,2025-08-30,1,3,94,41℃,리댜,뷰티/미용,영등포구청역이나 문래역 근처 직거래합니다,"풀리오 종아리마사지기입니다
잘 사용하지 않아서 판매해요

기기랑 충전선 같이 드려요~

영등포구청역이나 문래역 근처 직거래합니다
채팅주세요!",50000
전자기기,풀리오 마사지 기기,Pullio 풀리오 목어깨 마사지기 (미개봉새상품) 양천,거래완료,"60,000원",양평제1동,2025-08-30,3,3,65,38.7℃,지구지킴이,뷰티/미용,전자기기이다보니 택배보다 직거래나 문고리 거래로 했으면 합니다,"풀리오 종아리마사지기입니다
잘 사용하지 않아서 판매해요

기기랑 충전선 같이 드려요~

영등포구청역이나 문래역 근처 직거래합니다
채팅주세요!",60000
전자기기,풀리오 마사지 기기,풀리오 목 어깨 마사지기 V2(미개봉 새제품) 양천,거래완료,"90,000원",양평제1동,2025-08-30,1,1,70,52.4℃,에이요맨썹,디지털기기,디지털기기인 만큼 직거래 선호합니다.,"(*필독* 개인간 거래는 환불이 없습니다. 구매 당시 물품 다 확인해드리고 팔기에 구매 이후 그 어떤 사유로도 환불은 안 됩니다. 이 텍스트 명시했고 구매자가 읽고 인지하셨기에 어떠한 조처도 없습니다. 다시한번 사시기 전에 제가 올린 정보 정독하시고, 사실 때 꼼곰히 보셔야합니다.)

선물받았는데 다른 기기 있어서 팝니다.

선물용으로 가능한 수준으로 깨끗하며 쇼핑백도 같이 드려요.

미개봉 새제품이라 따로 더 설명 안드립니다.

디지털기기인 만큼 직거래 선호합니다.

'GS25 양천도서관점'에서 직거래 합니다.

​택배는 반값은 안 되고 일반으로만 면책동의 착불입니다.",90000
전자기기,풀리오 마사지 기기,풀리오종아리마사지 기기+충전기 양천,거래완료,"60,000원",양평제1동,2025-08-31,1,1,49,64.2℃,할매갱갱,뷰티/미용,성일교회앞,"임신했을때 붓기땜 구매했어요


문고리거래",60000
전자기기,풀리오 마사지 기기,풀리오 종아리마사지기 (벨크로형),거래완료,"50,000원",신길제1동,2025-08-30,3,11,561,51.1℃,동그라미,뷰티/미용,직거래 : 낙성대역,"선물받은거라 버전이 몇인진 잘 모르겠어요 (상자없음)
기기작동은 정상적으로 됩니다
사용감 좀 있는 편이라 예민하신 분들은 피해주세요

반값택배가능 (+2,000)
직거래 : 낙성대역",50000
전자기기,풀리오 마사지 기기,풀리오 종아리 마사지 기기 팝니다 서울,거래완료,"65,000원",영등포구,2025-08-30,1,1,61,42.6℃,건축학도,뷰티/미용,신도림역 부근 직거래 가능합니다,"풀리오 종아리 마사지기 V3 퍼플 색상 판매합니다
2025년 중순 구매(2024년 12월 생산)하였습니다.

무선 4D 에어백 5겹 구조와 4,000mAh 배터리를 탑재하여 강력하고 편리하게 사용할 수 있습니다
자동, 릴렉스, 경락, 주무름, 지압 5가지 모드와 10분부터 30분까지 타이머 설정이 가능해 원하는 대로 마사지를 즐길 수 있어요

박스에 담겨 있으며, 충전 케이블 4가지 등 구성품 모두 포함되어 있습니다.
솔직하고 자세하게 설명드리자면 벨크로(찍찍이)는 사용감이 거의 없으나, 기기 특성상 안감은 마시지 간 마찰로 약간 보풀이 있습니다.
직접 보시고 구매 가능합니다~",65000
전자기기,풀리오 마사지 기기,[안마기] 폴리오 목어깨 마사지기 판매합니다. 서울,거래중,"62,000원",영등포구,2026-05-03,0,1,71,37.1℃,윤수,생활가전,신목로7 삼성아파트 102동앞에서 직거래만 원합니다^^,"3개월전에 구매하고 다섯번도 안썼네요. 

구성품은 기기랑 케이블 입니다.

선유도역 직거래 원합니다.",62000
전자기기,풀리오 마사지 기기,풀리오 종아리 마사지기 v2 양천,거래완료,"45,000원",양평제1동,2025-08-31,3,2,192,55℃,톰꼼짝마,뷰티/미용,GS25 화곡고가점편의점,"풀리오 종아리 마사지기 v2 입니다

온열기능이 있는 v2 입니다.

기기단품이고 충전기는 없습니다.",45000
전자기기,풀리오 마사지 기기,풀리오 목 어깨 마사지기 양천,거래완료,"40,000원",양평제1동,2025-08-31,6,9,559,38.5℃,윤윤,뷰티/미용,당산생각공장,"목과 어깨를 시원하게 풀어주는 풀리오 마사지기 V2입니다.
선물 받았는데, 집에 다른 마사지기기가 있어 판매합니다!
제품 씰 뜯지않은 새제품이며, 보관할 수 있는 파우치도 같이 드려요

신도림역 부근 직거래 가능합니다",40000
전자기기,풀리오 마사지 기기,폴리오 무선 종아리 마사지기 (미개봉 새제품) 양천,거래완료,"95,000원",양평제1동,2025-08-31,3,4,261,38.9℃,오오리,생활가전,아이가 있어서 문고리 거래 원합니다 ^^,"폴리오 무선 종아리 마사지기( [지퍼형]풀리오 종아리 마사지기V2.1.0(벨크로+듀얼지퍼)] 미개봉 새제품입니다.

집에 다른 마사지 기기가 있어 내놓습니다! 
사진 보시면 배송시 오는 뽁뽁이도 뜯지 않았어요

아이가 있어서 문고리 거래 원합니다 ^^",95000
